Indicator Reference Number,Indicator,Theme,Ward Name,Year,Survey Question,Sample Size,Statistic,Standard Error,Lower Confidence Limit,Upper Confidence Limit
IQOL17038,% for whom parking issues prevents them from leaving their home when they want to,Transport,.Bristol Average,2017,Q17019,3187,10.49873028,0.640858632,9.307331087,11.82275545
IQOL17038,% for whom parking issues prevents them from leaving their home when they want to,Transport,.Bristol Average,2018,Q17019,3432,18.87184098,0.750867129,17.4439652,20.38773158
IQOL17039,% who feel it is convenient and pleasant to walk in their neighbourhood,Community & Living,.Bristol Average,2021,Q17020,3846,66.1,0.842760251,64.4,67.7
IQOL17039,% who feel it is convenient and pleasant to walk in their neighbourhood,Community & Living,.Bristol Average,2018,Q17020,3498,70.0316975,0.884610056,68.26970478,71.73635362
IQOL17039,% who feel it is convenient and pleasant to walk in their neighbourhood,Community & Living,.Bristol Average,2019,Q17020,4053,73.66642493,0.757772564,72.15453434,75.12452677
IQOL17039,% who feel it is convenient and pleasant to walk in their neighbourhood,Community & Living,.Bristol Average,2017,Q17020,3257,80.70143712,0.809636218,79.0647671,82.23889887
IQOL17039,% who feel it is convenient and pleasant to walk in their neighbourhood,Community & Living,.Bristol Average,2020,Q17020,4379,71.27842913,0.761034543,69.76399206,72.74664468
IQOL17040,% who feel anti-social behaviour is a problem locally,Crime & Safety,.Bristol Average,2019,Q17021,4045,33.29791073,0.864358777,31.62587956,35.01307334
IQOL17040,% who feel anti-social behaviour is a problem locally,Crime & Safety,.Bristol Average,2018,Q17021,3493,35.28081573,0.904548392,33.52880437,37.07331622
IQOL17040,% who feel anti-social behaviour is a problem locally,Crime & Safety,.Bristol Average,2015,Q7f,3942,23.96730303,0.764997444,22.50016156,25.49863502
IQOL17040,% who feel anti-social behaviour is a problem locally,Crime & Safety,.Bristol Average,2021,Q17021,3840,38.5,0.887108242,36.7,40.2
IQOL17040,% who feel anti-social behaviour is a problem locally,Crime & Safety,.Bristol Average,2020,Q17021,4376,33.95394635,0.81833901,32.36886916,35.57581328
IQOL17040,% who feel anti-social behaviour is a problem locally,Crime & Safety,.Bristol Average,2017,Q17021,3266,29.47293132,0.951953322,27.64206656,31.37248481
IQOL17041,% who feel police and public services successfully tackle crime and anti-social behaviour locally,Crime & Safety,.Bristol Average,2020,Q17022,4380,30.0488018,0.85856741,28.39333598,31.75798125
IQOL17041,% who feel police and public services successfully tackle crime and anti-social behaviour locally,Crime & Safety,.Bristol Average,2018,Q17022,3500,24.90095278,0.853157699,23.2665348,26.6103684
IQOL17041,% who feel police and public services successfully tackle crime and anti-social behaviour locally,Crime & Safety,.Bristol Average,2017,Q17022,3270,31.87896408,0.996436842,29.95853893,33.86297638
IQOL17041,% who feel police and public services successfully tackle crime and anti-social behaviour locally,Crime & Safety,.Bristol Average,2021,Q17022,3850,25.1,0.832822231,23.5,26.8
IQOL17041,% who feel police and public services successfully tackle crime and anti-social behaviour locally,Crime & Safety,.Bristol Average,2015,Q7g,3974,30.36175442,0.85781012,28.70715689,32.0688207
IQOL17041,% who feel police and public services successfully tackle crime and anti-social behaviour locally,Crime & Safety,.Bristol Average,2019,Q17022,4045,27.95449136,0.846192654,26.32643054,29.64272419
IQOL17042,% whose fear of crime affects their day-to-day lives,Crime & Safety,.Bristol Average,2021,Q17023,3851,19.4,0.750522141,18,20.9
IQOL17042,% whose fear of crime affects their day-to-day lives,Crime & Safety,.Bristol Average,2018,Q17023,3506,18.13758504,0.75880627,16.69748998,19.67255135
IQOL17042,% whose fear of crime affects their day-to-day lives,Crime & Safety,.Bristol Average,2020,Q17023,4382,15.68110289,0.628202085,14.48879281,16.95207922
IQOL17042,% whose fear of crime affects their day-to-day lives,Crime & Safety,.Bristol Average,2017,Q17023,3274,10.32065674,0.623241317,9.161490654,11.60774594
IQOL17042,% whose fear of crime affects their day-to-day lives,Crime & Safety,.Bristol Average,2015,Q7h,3985,12.46756894,0.606069267,11.32737997,13.7047887
IQOL17042,% whose fear of crime affects their day-to-day lives,Crime & Safety,.Bristol Average,2019,Q17023,4055,15.71438875,0.686014146,14.41610351,17.10622518
IQOL17043,% who feel drug use is a problem locally,Crime & Safety,.Bristol Average,2021,Q17024,3836,33.1,0.849669335,31.4,34.8
IQOL17043,% who feel drug use is a problem locally,Crime & Safety,.Bristol Average,2019,Q17024,4047,32.36180806,0.798194318,30.81747319,33.94556034
IQOL17043,% who feel drug use is a problem locally,Crime & Safety,.Bristol Average,2015,Q7i,3972,23.44263382,0.727283223,22.0473243,24.89804376
IQOL17043,% who feel drug use is a problem locally,Crime & Safety,.Bristol Average,2018,Q17024,3494,33.11943909,0.873547616,31.4301685,34.85335345
IQOL17043,% who feel drug use is a problem locally,Crime & Safety,.Bristol Average,2017,Q17024,3263,28.51688122,0.904506927,26.77763899,30.32230882
IQOL17043,% who feel drug use is a problem locally,Crime & Safety,.Bristol Average,2020,Q17024,4362,31.21965134,0.8032528,29.66734572,32.81528321
IQOL17044,% who think domestic abuse is a private matter,Crime & Safety,.Bristol Average,2019,Q17025,4044,7.002766779,0.480727601,6.117176981,8.005631691
IQOL17044,% who think domestic abuse is a private matter,Crime & Safety,.Bristol Average,2021,Q17025,3841,5.8,0.411128371,5,6.6
IQOL17044,% who think domestic abuse is a private matter,Crime & Safety,.Bristol Average,2018,Q17025,3487,6.803762338,0.444998692,5.981705099,7.729505816
IQOL17044,% who think domestic abuse is a private matter,Crime & Safety,.Bristol Average,2017,Q17025,3271,4.521090251,0.403636303,3.792711138,5.381527837
IQOL17044,% who think domestic abuse is a private matter,Crime & Safety,.Bristol Average,2015,Q7j,3960,7.452691686,0.413297931,6.682024119,8.30433397
IQOL17044,% who think domestic abuse is a private matter,Crime & Safety,.Bristol Average,2020,Q17025,4374,7.118144566,0.469465732,6.251134745,8.09502208
IQOL17046,% who think sexual harassment is an issue in Bristol,Crime & Safety,.Bristol Average,2021,Q17027,3826,39.9,0.959259302,38,41.8
IQOL17046,% who think sexual harassment is an issue in Bristol,Crime & Safety,.Bristol Average,2020,Q17027,4364,27.11759643,0.809991214,25.55949058,28.73402131
IQOL17046,% who think sexual harassment is an issue in Bristol,Crime & Safety,.Bristol Average,2017,Q17027,3263,34.91877154,0.982190122,33.01908397,36.8675959
IQOL17046,% who think sexual harassment is an issue in Bristol,Crime & Safety,.Bristol Average,2015,Q7k,3946,22.23082591,0.79412146,20.71331081,23.82610896
IQOL17046,% who think sexual harassment is an issue in Bristol,Crime & Safety,.Bristol Average,2019,Q17027,4032,27.19591979,0.830881779,25.5982584,28.85462433
IQOL17046,% who think sexual harassment is an issue in Bristol,Crime & Safety,.Bristol Average,2018,Q17027,3489,30.39389901,0.905951594,28.64798902,32.19819617
IQOL17047,% victim of age discrimination or harassment in last year,Crime & Safety,.Bristol Average,2015,Q11a,3974,5.684481942,0.409140172,4.933729376,6.541613561
IQOL17047,% victim of age discrimination or harassment in last year,Crime & Safety,.Bristol Average,2018,Q17028,3414,6.36034231,0.48382355,5.475405743,7.37714033
IQOL17047,% victim of age discrimination or harassment in last year,Crime & Safety,.Bristol Average,2021,Q17028,3778,5.2,0.411511538,4.5,6.1
IQOL17047,% victim of age discrimination or harassment in last year,Crime & Safety,.Bristol Average,2020,Q17028,4264,6.957248093,0.484142893,6.066148997,7.968143116
IQOL17047,% victim of age discrimination or harassment in last year,Crime & Safety,.Bristol Average,2019,Q17028,3917,5.758097975,0.41769211,4.992007167,6.633547112
IQOL17047,% victim of age discrimination or harassment in last year,Crime & Safety,.Bristol Average,2017,Q17028,3219,9.891896459,0.605771409,8.766380192,11.14426642
IQOL17048,% victim of disability discrimination or harassment in last year,Crime & Safety,.Bristol Average,2020,Q17029,4163,3.221828551,0.315768694,2.657201,3.901624727
IQOL17048,% victim of disability discrimination or harassment in last year,Crime & Safety,.Bristol Average,2018,Q17029,3337,3.429832386,0.365048858,2.782023507,4.22193613
IQOL17048,% victim of disability discrimination or harassment in last year,Crime & Safety,.Bristol Average,2021,Q17029,3707,3.3,0.313241305,2.7,3.9
IQOL17048,% victim of disability discrimination or harassment in last year,Crime & Safety,.Bristol Average,2015,Q11b,3926,3.445975534,0.354304571,2.815123389,4.212070737
IQOL17048,% victim of disability discrimination or harassment in last year,Crime & Safety,.Bristol Average,2019,Q17029,3811,2.78980955,0.307557731,2.2462703,3.46021569
IQOL17048,% victim of disability discrimination or harassment in last year,Crime & Safety,.Bristol Average,2017,Q17029,3165,5.0970138,0.444877748,4.292361606,6.042983115
IQOL17049,% victim of religious discrimination or harassment in last year,Crime & Safety,.Bristol Average,2020,Q17030,4128,2.268150791,0.332021872,1.700937887,3.018703919
IQOL17049,% victim of religious discrimination or harassment in last year,Crime & Safety,.Bristol Average,2015,Q11c,3919,1.75544493,0.269329293,1.298585305,2.369175802
IQOL17049,% victim of religious discrimination or harassment in last year,Crime & Safety,.Bristol Average,2019,Q17030,3773,1.857735093,0.255353747,1.4180993,2.430305706
IQOL17049,% victim of religious discrimination or harassment in last year,Crime & Safety,.Bristol Average,2021,Q17030,3685,1.7,0.258034797,1.2,2.2
IQOL17049,% victim of religious discrimination or harassment in last year,Crime & Safety,.Bristol Average,2018,Q17030,3309,2.009186855,0.280540191,1.52707535,2.639425634
IQOL17049,% victim of religious discrimination or harassment in last year,Crime & Safety,.Bristol Average,2017,Q17030,3153,2.34728853,0.332354913,1.776944482,3.094927166
IQOL17050,% victim of discrimination or harassment in last year due to sexual orientation,Crime & Safety,.Bristol Average,2017,Q17031,3151,3.769749877,0.437961137,2.999228488,4.728573522
IQOL17050,% victim of discrimination or harassment in last year due to sexual orientation,Crime & Safety,.Bristol Average,2021,Q17031,3666,2.3,0.30946344,1.7,3
IQOL17050,% victim of discrimination or harassment in last year due to sexual orientation,Crime & Safety,.Bristol Average,2018,Q17031,3298,2.476684159,0.344341544,1.884289653,3.249151821
IQOL17050,% victim of discrimination or harassment in last year due to sexual orientation,Crime & Safety,.Bristol Average,2015,Q11d,3907,1.389968735,0.238964831,0.991632911,1.945171161
IQOL17050,% victim of discrimination or harassment in last year due to sexual orientation,Crime & Safety,.Bristol Average,2020,Q17031,4112,2.647088278,0.352600861,2.037103802,3.433323306
IQOL17050,% victim of discrimination or harassment in last year due to sexual orientation,Crime & Safety,.Bristol Average,2019,Q17031,3757,1.917609623,0.278930574,1.440885137,2.547983327
IQOL17051,% victim of racial discrimination or harassment in last year,Crime & Safety,.Bristol Average,2019,Q17032,3819,6.492652276,0.502598983,5.574396112,7.550075857
IQOL17051,% victim of racial discrimination or harassment in last year,Crime & Safety,.Bristol Average,2018,Q17032,3348,6.159297259,0.54432334,5.174878339,7.316533405
IQOL17051,% victim of racial discrimination or harassment in last year,Crime & Safety,.Bristol Average,2017,Q17032,3160,6.514219922,0.552760657,5.511060712,7.685129063
IQOL17051,% victim of racial discrimination or harassment in last year,Crime & Safety,.Bristol Average,2015,Q11e,3936,4.851125972,0.450225155,4.041070405,5.813723893
IQOL17051,% victim of racial discrimination or harassment in last year,Crime & Safety,.Bristol Average,2021,Q17032,3713,4.9,0.441954405,4.1,5.8
IQOL17051,% victim of racial discrimination or harassment in last year,Crime & Safety,.Bristol Average,2020,Q17032,4167,6.770683494,0.503257458,5.84847214,7.826225266
IQOL17052,% victim of sex discrimination or harassment in last year,Crime & Safety,.Bristol Average,2019,Q17033,3809,10.8419374,0.546588303,9.816189485,11.96065581
IQOL17052,% victim of sex discrimination or harassment in last year,Crime & Safety,.Bristol Average,2018,Q17033,3343,10.93993587,0.574267239,9.864113444,12.11731845
IQOL17052,% victim of sex discrimination or harassment in last year,Crime & Safety,.Bristol Average,2015,Q11f,3920,7.242626435,0.481355629,6.353989088,8.244602529
IQOL17052,% victim of sex discrimination or harassment in last year,Crime & Safety,.Bristol Average,2021,Q17033,3722,12,0.599734344,10.9,13.3
IQOL17052,% victim of sex discrimination or harassment in last year,Crime & Safety,.Bristol Average,2020,Q17033,4152,9.896715478,0.517347517,8.927936554,10.95796891
IQOL17052,% victim of sex discrimination or harassment in last year,Crime & Safety,.Bristol Average,2017,Q17033,3162,14.6651907,0.626873991,13.47863427,15.93696217
IQOL17053,% who feel safe outdoors after dark,Crime & Safety,.Bristol Average,2017,Q17034,3263,69.61989431,0.913991764,67.7993046,71.38099985
IQOL17053,% who feel safe outdoors after dark,Crime & Safety,.Bristol Average,2020,Q17034,4347,62.86988399,0.818246293,61.25245626,64.45897118
IQOL17053,% who feel safe outdoors after dark,Crime & Safety,.Bristol Average,2019,Q17034,4005,66.93546316,0.856209298,65.23628708,68.5915731
IQOL17053,% who feel safe outdoors after dark,Crime & Safety,.Bristol Average,2021,Q17034,3795,54.4,0.951107703,52.6,56.3
IQOL17053,% who feel safe outdoors after dark,Crime & Safety,.Bristol Average,2018,Q17034,3476,64.18792461,0.9004646,62.40446227,65.93296881
IQOL17053,% who feel safe outdoors after dark,Crime & Safety,.Bristol Average,2015,Q6a,3930,69.54680939,0.821162696,67.91386002,71.13197896
IQOL17054,% who feel safe outdoors during the day,Crime & Safety,.Bristol Average,2021,Q17035,3845,88.4,0.582978626,87.2,89.5
IQOL17054,% who feel safe outdoors during the day,Crime & Safety,.Bristol Average,2019,Q17035,3973,91.75142236,0.495440389,90.72687896,92.67191181
IQOL17054,% who feel safe outdoors during the day,Crime & Safety,.Bristol Average,2018,Q17035,3453,90.5755723,0.591866575,89.34980933,91.67340556
IQOL17054,% who feel safe outdoors during the day,Crime & Safety,.Bristol Average,2017,Q17035,3260,92.84918048,0.535110002,91.72672171,93.82959641
IQOL17054,% who feel safe outdoors during the day,Crime & Safety,.Bristol Average,2015,Q6b,3948,93.01756221,0.474500327,92.02829445,93.89221221
IQOL17054,% who feel safe outdoors during the day,Crime & Safety,.Bristol Average,2020,Q17035,4372,89.91743802,0.557622873,88.77070236,90.95899578
IQOL17055,% who have been a victim of crime in the last 12 months,Crime & Safety,.Bristol Average,2019,Q17036,4003,13.4936062,0.70694114,12.16704451,14.94019979
IQOL17055,% who have been a victim of crime in the last 12 months,Crime & Safety,.Bristol Average,2017,Q17036,3279,18.81993661,0.878014596,17.15911345,20.60153345
IQOL17055,% who have been a victim of crime in the last 12 months,Crime & Safety,.Bristol Average,2021,Q17036,3849,11.7,0.660094201,10.5,13.1
IQOL17055,% who have been a victim of crime in the last 12 months,Crime & Safety,.Bristol Average,2020,Q17036,4393,11.42601579,0.626115665,10.25503494,12.71176715
IQOL17055,% who have been a victim of crime in the last 12 months,Crime & Safety,.Bristol Average,2018,Q17036,3475,14.37491737,0.708797496,13.04073697,15.82076246
IQOL17056,% of victims of crime who reported this to the police,Crime & Safety,.Bristol Average,2019,"Q17036
Q17037",468,66.75423321,2.646336638,61.38146533,71.72385641
IQOL17056,% of victims of crime who reported this to the police,Crime & Safety,.Bristol Average,2017,Q17036 Q17037,609,69.9507389,1.8443363,66.2169284,73.4374184
IQOL17056,% of victims of crime who reported this to the police,Crime & Safety,.Bristol Average,2018,"Q17036
Q17037",457,71.38389293,2.388693619,66.48330507,75.82846096
IQOL17057,% who feel crime and safety has got better in their area in the last 3 years,Crime & Safety,.Bristol Average,2018,Q17038,3011,12.63935113,0.747580899,11.24525413,14.17866753
IQOL17057,% who feel crime and safety has got better in their area in the last 3 years,Crime & Safety,.Bristol Average,2015,Q5,3416,15.66357686,0.80282701,14.15358029,17.30220105
IQOL17057,% who feel crime and safety has got better in their area in the last 3 years,Crime & Safety,.Bristol Average,2017,Q17038,2992,15.21429034,0.814317474,13.68595745,16.87991745
IQOL17058,% who feel crime and safety has got worse in their area in the last 3 years,Crime & Safety,.Bristol Average,2018,Q17038,3011,28.00512633,0.983827245,26.11796105,29.9733303
IQOL17058,% who feel crime and safety has got worse in their area in the last 3 years,Crime & Safety,.Bristol Average,2017,Q17038,2992,24.02492343,0.971398701,22.17284172,25.98006562
IQOL17058,% who feel crime and safety has got worse in their area in the last 3 years,Crime & Safety,.Bristol Average,2015,Q5,3416,17.40209526,0.82034754,15.85234114,19.06902266
IQOL17059,% satisfied with the local bus service,Transport,.Bristol Average,2020,Q17040,3941,56.5666269,0.940692863,54.71461141,58.40048725
IQOL17059,% satisfied with the local bus service,Transport,.Bristol Average,2019,Q17040,3734,48.06608509,0.978997257,46.15104018,49.98682936
IQOL17059,% satisfied with the local bus service,Transport,.Bristol Average,2015,Q14a,3657,50.25012362,0.949978411,48.38867958,52.11087456
IQOL17059,% satisfied with the local bus service,Transport,.Bristol Average,2021,Q17040,3454,49.4,1.012236309,47.4,51.4
IQOL17059,% satisfied with the local bus service,Transport,.Bristol Average,2018,Q17040,3203,43.15652348,0.98888732,41.22972466,45.10426085
IQOL17059,% satisfied with the local bus service,Transport,.Bristol Average,2017,Q17040,3056,40.22424049,1.083351086,38.12040194,42.36469633
IQOL17060,% satisfied with information on local bus services,Transport,.Bristol Average,2021,Q17041,3415,45.5,1.001875921,43.6,47.5
IQOL17060,% satisfied with information on local bus services,Transport,.Bristol Average,2017,Q17041,3050,42.61181181,1.09974216,40.47164003,44.78002278
IQOL17060,% satisfied with information on local bus services,Transport,.Bristol Average,2019,Q17041,3687,50.48539034,0.997892777,48.52977536,52.43952124
IQOL17060,% satisfied with information on local bus services,Transport,.Bristol Average,2015,Q14b,3642,49.54374568,0.947000287,47.68910543,51.39964239
IQOL17060,% satisfied with information on local bus services,Transport,.Bristol Average,2018,Q17041,3169,45.23447584,1.015163599,43.25340282,47.23076442
IQOL17060,% satisfied with information on local bus services,Transport,.Bristol Average,2020,Q17041,3914,52.18523159,0.947719773,50.32553432,54.03889091
IQOL17061,% satisfied with the quality of parks and green spaces,Sustainability & Environment,.Bristol Average,2018,Q17042,3430,68.40180841,0.904753475,66.60233258,70.14778529
IQOL17061,% satisfied with the quality of parks and green spaces,Sustainability & Environment,.Bristol Average,2015,Q14d,3888,81.64254118,0.720055938,80.18899493,83.012033
IQOL17061,% satisfied with the quality of parks and green spaces,Sustainability & Environment,.Bristol Average,2020,Q17042,4321,78.7576435,0.722873991,77.30633204,80.13998441
IQOL17061,% satisfied with the quality of parks and green spaces,Sustainability & Environment,.Bristol Average,2019,Q17042,3963,72.09230691,0.817088451,70.46302203,73.66530787
IQOL17061,% satisfied with the quality of parks and green spaces,Sustainability & Environment,.Bristol Average,2021,Q17042,3785,74.9,0.761501548,73.4,76.3
IQOL17061,% satisfied with the quality of parks and green spaces,Sustainability & Environment,.Bristol Average,2017,Q17042,3251,71.26751195,0.919022425,69.4330919,73.03459741
IQOL17064,% satisfied with leisure facilities/services,Culture & Leisure,.Bristol Average,2018,Q17045,3146,44.18815671,0.986445008,42.26447448,46.12943979
IQOL17064,% satisfied with leisure facilities/services,Culture & Leisure,.Bristol Average,2021,Q17045,3454,37.6,0.970412912,35.7,39.5
IQOL17064,% satisfied with leisure facilities/services,Culture & Leisure,.Bristol Average,2019,Q17045,3664,46.1132042,0.922355274,44.31127794,47.92534557
IQOL17064,% satisfied with leisure facilities/services,Culture & Leisure,.Bristol Average,2015,Q14g,3604,52.44771976,0.926995746,50.62836843,54.260597
IQOL17064,% satisfied with leisure facilities/services,Culture & Leisure,.Bristol Average,2017,Q17045,3092,44.40976273,1.081225349,42.30196991,46.53786999
IQOL17064,% satisfied with leisure facilities/services,Culture & Leisure,.Bristol Average,2020,Q17045,3936,40.46012699,0.919619654,38.67127562,42.27468724
IQOL17065,% satisfied with libraries,Culture & Leisure,.Bristol Average,2020,Q17046,3594,54.14929316,1.010350302,52.16348719,56.12200533
IQOL17065,% satisfied with libraries,Culture & Leisure,.Bristol Average,2018,Q17046,2993,50.72915551,1.03078653,48.70872305,52.74720906
IQOL17065,% satisfied with libraries,Culture & Leisure,.Bristol Average,2017,Q17046,2886,51.99823334,1.118010777,49.80449259,54.18429556
IQOL17065,% satisfied with libraries,Culture & Leisure,.Bristol Average,2019,Q17046,3489,54.3490304,0.991120244,52.40079591,56.28404869
IQOL17065,% satisfied with libraries,Culture & Leisure,.Bristol Average,2015,Q14h,3515,59.95449046,0.953250667,58.07248986,61.80757176
IQOL17065,% satisfied with libraries,Culture & Leisure,.Bristol Average,2021,Q17046,3276,47.5,1.003864906,45.6,49.5
IQOL17066,% library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2015,Q14h,1803,74.56614183,1.222640829,72.09638691,76.8873764
IQOL17066,% library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2018,"Q17039
Q17046",1569,61.92152432,1.425745792,59.09037459,64.67387743
IQOL17066,% library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2017,Q17039 Q17046,1650,70.969697,1.0963687,68.7747978,73.0707225
IQOL17066,% library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2019,"Q17039
Q17046",1800,69.14392543,1.293638156,66.5524855,71.62020396
IQOL17066,% library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2021,Q17039 Q17046,1551,64.7,1.413953331,61.9,67.4
IQOL17066,% library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2020,"Q17039
Q17046",1854,72.55494547,1.235211315,70.06881703,74.90852011
IQOL17067,% non-library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2017,Q17039 Q17046,1101,34.2415985,1.4083003,31.5369638,37.0526512
IQOL17067,% non-library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2020,"Q17039
Q17046",1660,35.59094857,1.428850008,32.84220708,38.43807287
IQOL17067,% non-library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2021,Q17039 Q17046,1653,32.9,1.372295015,30.3,35.7
IQOL17067,% non-library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2018,"Q17039
Q17046",1336,38.47611856,1.61950175,35.35480308,41.69526405
IQOL17067,% non-library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2015,Q14h,1610,44.34224075,1.474263004,41.47495335,47.2477244
IQOL17067,% non-library card holders satisfied with libraries,Culture & Leisure,.Bristol Average,2019,"Q17039
Q17046",1581,39.69293829,1.493467883,36.8057283,42.65376472
IQOL17068,% satisfied with museums and galleries,Culture & Leisure,.Bristol Average,2018,Q17047,2898,59.46200008,1.048541808,57.39140838,61.49947127
IQOL17068,% satisfied with museums and galleries,Culture & Leisure,.Bristol Average,2015,Q14i,3563,70.12079688,0.892605051,68.34244543,71.84041181
IQOL17068,% satisfied with museums and galleries,Culture & Leisure,.Bristol Average,2020,Q17047,3517,55.57114212,0.984301827,53.634465,57.49103913
IQOL17068,% satisfied with museums and galleries,Culture & Leisure,.Bristol Average,2021,Q17047,3028,46.9,1.0499505,44.9,49
IQOL17068,% satisfied with museums and galleries,Culture & Leisure,.Bristol Average,2019,Q17047,3313,61.86382667,1.013586355,59.85834745,63.82965575
IQOL17068,% satisfied with museums and galleries,Culture & Leisure,.Bristol Average,2017,Q17047,3014,67.37791947,1.029230375,65.32939344,69.36217128
IQOL17069,% satisfied with adult learning opportunities,Education & Skills,.Bristol Average,2019,Q17048,2684,32.11368337,1.138207629,29.92477022,34.38414604
IQOL17069,% satisfied with adult learning opportunities,Education & Skills,.Bristol Average,2018,Q17048,2280,31.52189377,1.107707274,29.39216478,33.73221692
IQOL17069,% satisfied with adult learning opportunities,Education & Skills,.Bristol Average,2017,Q17048,2479,31.5389166,1.151828127,29.32606236,33.83879803
IQOL17069,% satisfied with adult learning opportunities,Education & Skills,.Bristol Average,2020,Q17048,2814,26.6655746,1.021395697,24.71201254,28.71467062
IQOL17069,% satisfied with adult learning opportunities,Education & Skills,.Bristol Average,2021,Q17048,2482,24.3,0.965274834,22.5,26.3
IQOL17070,% satisfied with the recycling service,Sustainability & Environment,.Bristol Average,2019,Q17049,3956,67.74323938,0.904629505,65.94526643,69.49020374
IQOL17070,% satisfied with the recycling service,Sustainability & Environment,.Bristol Average,2020,Q17049,4286,73.54622163,0.79499263,71.95895191,75.07476519
IQOL17070,% satisfied with the recycling service,Sustainability & Environment,.Bristol Average,2018,Q17049,3392,66.29075197,0.970520606,64.36296182,68.16583735
IQOL17070,% satisfied with the recycling service,Sustainability & Environment,.Bristol Average,2015,Q14j,3935,77.13274148,0.794142912,75.53909735,78.65190117
IQOL17070,% satisfied with the recycling service,Sustainability & Environment,.Bristol Average,2021,Q17049,3730,68,0.893604047,66.2,69.7
IQOL17070,% satisfied with the recycling service,Sustainability & Environment,.Bristol Average,2017,Q17049,3222,69.62652448,0.998374146,67.6349645,71.54708964
IQOL17071,% satisfied with the general household waste service,Sustainability & Environment,.Bristol Average,2020,Q17050,4244,75.4567037,0.83467772,73.78421223,77.05567508
IQOL17071,% satisfied with the general household waste service,Sustainability & Environment,.Bristol Average,2019,Q17050,3927,70.57862763,0.898609132,68.78715844,72.30866751
IQOL17071,% satisfied with the general household waste service,Sustainability & Environment,.Bristol Average,2018,Q17050,3373,66.52317627,0.951392126,64.63340597,68.36139839
IQOL17071,% satisfied with the general household waste service,Sustainability & Environment,.Bristol Average,2017,Q17050,3168,69.10441204,0.966642045,67.17840529,70.96624469
IQOL17071,% satisfied with the general household waste service,Sustainability & Environment,.Bristol Average,2021,Q17050,3703,70.7,0.880556059,69,72.4
IQOL17071,% satisfied with the general household waste service,Sustainability & Environment,.Bristol Average,2015,Q14k,3836,73.2963012,0.870140165,71.55661278,74.96680915
IQOL17072,% satisfied public land is kept clear of litter and refuse,Sustainability & Environment,.Bristol Average,2020,Q17051,4304,41.77633843,0.858020129,40.10478883,43.46699715
IQOL17072,% satisfied public land is kept clear of litter and refuse,Sustainability & Environment,.Bristol Average,2019,Q17051,3985,37.78788683,0.853739534,36.12967143,39.4751707
IQOL17072,% satisfied public land is kept clear of litter and refuse,Sustainability & Environment,.Bristol Average,2017,Q17051,3218,34.46481057,0.977059026,32.57578809,36.40423009
IQOL17072,% satisfied public land is kept clear of litter and refuse,Sustainability & Environment,.Bristol Average,2018,Q17051,3442,35.75858552,0.934689728,33.94811544,37.61063043
IQOL17072,% satisfied public land is kept clear of litter and refuse,Sustainability & Environment,.Bristol Average,2021,Q17051,3779,37.9,0.898736391,36.1,39.6
IQOL17073,% who visit Bristol's parks and green spaces at least once a week,Sustainability & Environment,.Bristol Average,2018,Q17052,3502,49.68842829,0.978344514,47.7722704,51.60550184
IQOL17073,% who visit Bristol's parks and green spaces at least once a week,Sustainability & Environment,.Bristol Average,2017,Q17052,3283,55.71213514,1.073497446,53.59906766,57.80472911
IQOL17073,% who visit Bristol's parks and green spaces at least once a week,Sustainability & Environment,.Bristol Average,2021,Q17052,3852,59,0.927718247,57.2,60.9
IQOL17073,% who visit Bristol's parks and green spaces at least once a week,Sustainability & Environment,.Bristol Average,2015,Q8,4020,54.59774411,0.90449273,52.81985006,56.3639894
IQOL17073,% who visit Bristol's parks and green spaces at least once a week,Sustainability & Environment,.Bristol Average,2019,Q17052,4061,52.90293878,0.925324346,51.08626636,54.71195323
IQOL17073,% who visit Bristol's parks and green spaces at least once a week,Sustainability & Environment,.Bristol Average,2020,Q17052,4394,60.2703754,0.847097918,58.59882959,61.91829188
IQOL17074,% satisfied with the range and quality of outdoor events,Culture & Leisure,.Bristol Average,2019,Q17053,4052,74.43639226,0.76860989,72.9010153,75.91351967
IQOL17074,% satisfied with the range and quality of outdoor events,Culture & Leisure,.Bristol Average,2017,Q17053,3272,77.36562291,0.867058663,75.62122944,79.0198276
IQOL17074,% satisfied with the range and quality of outdoor events,Culture & Leisure,.Bristol Average,2015,Q24,4014,80.89904906,0.704177867,79.48065783,82.24130133
IQOL17074,% satisfied with the range and quality of outdoor events,Culture & Leisure,.Bristol Average,2020,Q17053,4388,57.19335777,0.886086611,55.44845581,58.92054982
IQOL17074,% satisfied with the range and quality of outdoor events,Culture & Leisure,.Bristol Average,2018,Q17053,3495,76.56944539,0.773817536,75.01885785,78.05194573
